City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
450,nuuk,64.1835,-51.7216,17.64,85,95,3.09,GL,1613961478
451,bilma,18.6853,12.9164,59.74,28,0,13.49,NE,1613961480
452,samandag,36.0842,35.9771,30.2,86,0,2.3,TR,1613961483
453,itamaraca,-7.7478,-34.8256,80.6,69,40,6.91,BR,1613961485
454,athens,37.9795,23.7162,45.0,72,0,6.58,GR,1613960770
455,manado,1.487,124.8455,86.0,70,40,10.36,ID,1613961489
456,shrewsbury,52.7101,-2.7521,46.4,100,75,2.3,GB,1613961491
457,oyama,36.3,139.8,69.01,36,20,6.91,JP,1613961493
458,kibala,9.1104,18.3463,69.8,43,0,6.29,TD,1613961495
459,inongo,-1.95,18.2667,74.7,68,99,7.65,CD,1613961497
460,nome,64.5011,-165.4064,-0.4,55,1,5.75,US,1613961500
461,lindi,-10.0,39.7167,74.19,94,99,2.53,TZ,1613961502
462,selikhino,50.3672,137.4996,11.77,92,100,2.55,RU,1613961504
463,broken hill,-31.95,141.4333,75.2,35,0,21.85,AU,1613961278
464,devils lake,48.1128,-98.8651,28.4,74,1,9.22,US,1613961508
465,half moon bay,37.4636,-122.4286,57.2,81,1,6.89,US,1613961447
466,gambela,8.25,34.5833,75.54,46,93,2.71,ET,1613961512
467,bergheim,50.9557,6.6399,51.01,75,0,1.14,DE,1613961514
468,omsukchan,62.5333,155.8,-21.33,82,4,4.97,RU,1613961516
469,sur,22.5667,59.5289,68.67,55,0,1.72,OM,1613961519
470,sangar,63.9242,127.4739,-25.08,84,100,4.34,RU,1613961521
471,thunder bay,48.4001,-89.3168,26.6,93,90,3.44,CA,1613961423
472,wagar,16.1525,36.2032,59.45,74,0,5.46,SD,1613961525
473,bilibino,68.0546,166.4372,-25.22,82,96,2.42,RU,1613961527
474,surt,31.2089,16.5887,56.89,78,20,10.65,LY,1613961529
475,belyy yar,53.6039,91.3903,10.4,79,100,2.24,RU,1613961531
476,alofi,-19.0595,-169.9187,73.4,88,90,17.27,NU,1613961533
477,praia da vitoria,38.7333,-27.0667,62.6,88,75,23.35,PT,1613961536
478,chiang khong,20.2613,100.4046,69.8,88,20,2.3,TH,1613961538
479,samarai,-10.6167,150.6667,85.28,70,79,8.03,PG,1613961540
480,naze,28.3667,129.4833,71.6,56,75,13.8,JP,1613961325
481,black river,18.0264,-77.8487,77.0,78,20,5.75,JM,1613961546
482,okhotsk,59.3833,143.3,11.84,94,100,7.16,RU,1613961548
483,chabua,27.4825,95.1736,62.6,82,0,4.61,IN,1613961550
484,seoul,37.5683,126.9778,53.6,66,75,5.75,KR,1613961487
485,red deer,52.2668,-113.802,42.8,42,75,11.5,CA,1613961431
486,bahir dar,11.5936,37.3908,65.55,49,86,3.27,ET,1613961561
487,de aar,-30.6497,24.0123,54.54,69,0,10.94,ZA,1613961563
488,alpinopolis,-20.8636,-46.3881,66.54,96,0,5.1,BR,1613961565
489,tambo,-14.8,-73.9167,37.83,95,100,2.24,PE,1613961567
490,tuy hoa,13.0833,109.3,73.92,67,100,5.79,VN,1613961569
491,talara,-4.5772,-81.2719,72.61,83,95,12.5,PE,1613961572
492,ropcha,48.1199,25.7742,33.8,64,0,3.44,UA,1613961574
493,kubuta,-26.8833,31.4833,73.4,94,100,2.3,SZ,1613961576
494,port lincoln,-34.7333,135.8667,64.63,57,97,14.92,AU,1613961578
495,coquimbo,-29.9533,-71.3436,59.0,88,0,2.3,CL,1613961359
496,bud,39.447,-86.1758,41.0,65,90,13.8,US,1613961582
497,natal,-5.795,-35.2094,80.6,78,40,12.66,BR,1613961584
498,bogorodskoye,56.55,37.8833,0.73,93,100,8.37,RU,1613961586
499,jeremie,18.65,-74.1167,76.12,71,1,7.67,HT,1613961588
500,damietta,31.4165,31.8133,57.2,77,0,5.75,EG,1613961591
501,tiarei,-17.5333,-149.3333,82.4,74,75,5.75,PF,1613961593
502,qaqortoq,60.7167,-46.0333,12.2,62,95,6.91,GL,1613961595
503,vilnius,54.6892,25.2798,30.0,100,100,6.91,LT,1613961370
504,tupiza,-21.45,-65.7167,57.88,68,100,1.97,BO,1613961601
505,lufilufi,-13.8745,-171.5986,86.0,74,90,9.22,WS,1613961603
506,mamontovo,52.7055,81.6244,3.87,94,100,2.15,RU,1613961605
507,severo-kurilsk,50.6789,156.125,31.86,93,84,10.83,RU,1613961608
508,khani,41.9563,42.9566,30.2,93,40,2.3,GE,1613961610
509,labuhan,-6.8844,112.2051,84.27,73,71,10.63,ID,1613961612
510,matagami,49.7502,-77.6328,20.5,96,100,11.7,CA,1613961614
511,kalangala,-0.3089,32.225,73.67,68,100,10.4,UG,1613961616
512,fukue,32.6881,128.8419,66.2,72,40,16.11,JP,1613961618
513,ziniare,12.5822,-1.2983,71.6,17,0,4.61,BF,1613961621
514,ust-tsilma,65.441,52.1498,-25.6,85,100,3.96,RU,1613961623
515,mao,39.8885,4.2658,59.0,82,75,8.05,ES,1613961625
516,lannion,48.75,-3.4167,46.4,93,90,10.36,FR,1613961627
517,vao,-22.6667,167.4833,80.1,79,97,19.13,NC,1613961629
518,ostrovnoy,68.0531,39.5131,-19.44,86,4,7.56,RU,1613961631
519,pangody,65.85,74.4859,-35.57,83,74,7.25,RU,1613961633
520,nanzhang,31.7765,111.8386,74.98,20,0,4.32,CN,1613961635
521,grand-lahou,5.1367,-5.0242,78.06,89,1,7.99,CI,1613961638
522,acajutla,13.5928,-89.8275,78.4,66,10,6.78,SV,1613961640
523,port augusta,-32.5,137.7667,75.0,49,90,16.11,AU,1613961642
524,oistins,13.0667,-59.5333,77.0,69,40,17.27,BB,1613961644
525,kawerau,-38.1,176.7,80.01,43,100,3.0,NZ,1613961646
526,odweyne,9.4092,45.064,58.73,65,97,9.57,SO,1613961648
527,khanpur,28.6453,70.6567,72.21,20,29,7.67,PK,1613961650
528,racine,42.7495,-88.0751,33.01,90,100,5.01,US,1613961655
529,juneau,58.3019,-134.4197,35.6,80,75,8.28,US,1613961546
530,santa maria,-29.6842,-53.8069,73.4,88,0,10.36,BR,1613961659
531,manggar,-2.8833,108.2667,84.0,72,100,9.86,ID,1613961661
532,urucara,-2.5364,-57.76,75.18,88,96,0.54,BR,1613961663
533,tres lagoas,-20.7511,-51.6783,73.83,66,0,2.64,BR,1613961665
534,ramnagar,29.4,79.1167,67.53,39,0,2.42,IN,1613961667
535,la asuncion,11.0333,-63.8628,74.41,89,92,8.32,VE,1613961669
536,janauba,-15.8025,-43.3089,69.49,90,85,3.27,BR,1613961671
537,kidodi,-7.6036,37.0044,72.07,89,100,1.43,TZ,1613961443
538,saint-augustin,51.226,-58.6502,7.97,91,89,8.32,CA,1613961676
539,bossier city,32.516,-93.7321,60.8,63,90,4.61,US,1613961678
540,laguna,38.421,-121.4238,59.0,41,1,3.15,US,1613961680
541,cairns,-16.9167,145.7667,86.0,74,98,5.75,AU,1613961511
542,kununurra,-15.7667,128.7333,86.0,62,75,16.11,AU,1613961684
543,yuzhnouralsk,54.4418,61.2536,-14.69,88,89,2.26,RU,1613961688
544,mareeba,-17.0,145.4333,86.0,74,100,5.75,AU,1613961690
545,enid,36.3956,-97.8784,37.0,80,20,4.61,US,1613961693
546,george town,5.4112,100.3354,82.4,57,20,9.22,MY,1613961695
547,karasburg,-28.0167,18.75,66.07,38,25,6.35,NA,1613961697
548,palmer,42.1584,-72.3287,18.0,67,20,2.26,US,1613961699
549,kifri,34.6959,44.9661,41.18,62,0,2.77,IQ,1613961701
550,amuntai,-2.4177,115.2494,87.28,62,100,3.58,ID,1613961544
551,covington,39.0837,-84.5086,39.2,65,1,4.61,US,1613961705
552,gaoual,11.75,-13.2,70.18,65,7,2.19,GN,1613961707
553,uige,-7.6087,15.0613,65.77,96,100,4.74,AO,1613961709
554,yola,9.2,12.4833,70.81,23,100,1.99,NG,1613961712
555,mathbaria,22.2876,89.9593,77.67,25,9,6.51,BD,1613961714
556,najran,17.4924,44.1277,60.8,36,0,3.44,SA,1613961716
557,cockburn town,21.4612,-71.1419,77.23,73,0,25.03,TC,1613961718
558,losevo,50.6767,40.045,33.44,95,100,12.44,RU,1613961720
559,meulaboh,4.1363,96.1285,82.89,76,99,2.48,ID,1613961722
560,ribas do rio pardo,-20.4431,-53.7592,72.72,67,0,2.91,BR,1613961724
561,pokhara,28.2333,83.9833,69.82,25,0,2.68,NP,1613961726
562,watsa,3.0372,29.5355,62.33,56,91,1.88,CD,1613961621
563,bandar-e lengeh,26.5579,54.8807,69.8,52,0,4.61,IR,1613961733
564,bentiu,9.2333,29.8333,66.81,25,0,4.41,SS,1613961735
565,honningsvag,70.9821,25.9704,12.83,95,100,30.0,NO,1613961737
566,tarakan,3.3,117.6333,80.6,89,75,5.75,ID,1613961739
567,jiaocheng,24.6774,116.1389,80.11,39,0,1.61,CN,1613961741
568,terrace bay,48.7834,-87.1,32.0,80,100,10.36,CA,1613961743
569,puerto vallarta,20.6204,-105.2307,73.4,83,1,6.91,MX,1613961745
570,leua,48.2156,18.6071,39.0,90,3,7.0,SK,1613961748
571,ludvika,60.1496,15.1878,37.0,100,90,4.61,SE,1613961750
572,progreso,21.2833,-89.6667,71.01,76,0,12.75,MX,1613961752
573,vila,42.0304,-8.1588,37.0,93,14,1.01,PT,1613961754
574,sabha,27.0377,14.4283,50.72,41,0,7.07,LY,1613961756
575,sumbe,-11.2061,13.8437,74.97,82,100,3.71,AO,1613961758
576,kahului,20.8947,-156.47,82.4,47,1,24.16,US,1613961679
577,ust-kuyga,70.0167,135.6,-30.32,82,63,4.16,RU,1613961764
578,tchibanga,-2.85,11.0333,70.34,98,100,1.7,GA,1613961766
579,liverpool,53.4106,-2.9779,48.2,93,75,2.3,GB,1613961667
580,hiriyur,13.9456,76.6192,70.93,69,91,6.33,IN,1613961771
581,boguchany,58.3814,97.4531,-7.56,88,100,3.49,RU,1613961773
582,santa maria del oro,25.9333,-105.3667,59.67,32,54,9.35,MX,1613961775
583,toba tek singh,30.9743,72.4827,67.01,25,66,3.33,PK,1613961777
584,yumen,40.2833,97.2,37.04,68,87,14.79,CN,1613961779
585,powell river,49.8496,-124.5361,48.2,93,90,9.22,CA,1613961783
586,chissamba,-12.1667,17.3333,60.33,93,93,2.04,AO,1613961785
587,sarkand,45.41,79.9186,28.78,87,100,4.43,KZ,1613961670
588,mondeville,49.175,-0.3224,50.0,76,0,9.22,FR,1613961790
589,glyadyanskoye,54.9075,65.0883,-17.79,88,100,5.35,RU,1613961792
590,arman,59.7,150.1667,6.24,82,100,9.64,RU,1613961794
591,marion,39.7684,-86.1555,41.0,65,90,13.8,US,1613961592
592,krutinka,56.0055,71.5113,-21.14,87,1,5.1,RU,1613961798
593,halifax,44.6453,-63.5724,24.8,68,0,5.75,CA,1613961599
594,waipawa,-41.4122,175.5153,75.2,46,91,20.71,NZ,1613961802
595,veraval,20.9,70.3667,75.11,37,1,9.13,IN,1613961609
596,lalmohan,22.3384,90.7419,75.33,37,29,7.16,BD,1613961807
597,bastia,42.6667,9.3333,55.0,87,75,16.11,FR,1613961809
598,quirinopolis,-18.4483,-50.4517,73.44,79,63,2.37,BR,1613961811
599,soligalich,59.0778,42.2864,-23.46,86,30,4.56,RU,1613961815
600,gresham,45.4982,-122.4315,50.0,81,75,18.41,US,1613961817
601,belmonte,-15.8631,-38.8828,77.0,88,20,5.75,BR,1613961819
602,ngunguru,-35.6167,174.5,73.99,69,97,10.0,NZ,1613961822
603,abalak,58.1286,68.5944,-29.97,85,47,3.36,RU,1613961824
604,kushima,31.4583,131.2333,71.6,46,40,14.97,JP,1613961826
605,dunedin,-45.8742,170.5036,66.0,72,97,17.0,NZ,1613961828
606,velikodvorskiy,55.25,40.6678,3.94,94,100,7.9,RU,1613961830
607,betera,39.5833,-0.45,52.0,93,20,5.75,ES,1613961834
608,lerwick,60.1545,-1.1494,44.6,81,49,13.8,GB,1613961836
609,mulanur,10.7667,77.7167,75.15,75,53,2.15,IN,1613961839
610,antalaha,-14.9003,50.2788,75.7,89,30,6.82,MG,1613961841
611,mangai,-4.05,19.5333,68.34,92,88,1.72,CD,1613961843
612,satipo,-11.2522,-74.6386,68.22,76,33,2.04,PE,1613961845
613,tieli,46.95,128.05,8.85,94,100,9.19,CN,1613961847
614,kalaleh,37.3807,55.4916,44.6,93,90,4.61,IR,1613961849
615,malanje,-9.5402,16.341,61.63,95,100,4.97,AO,1613961851
616,ambilobe,-13.2,49.05,73.6,93,99,1.7,MG,1613961853
617,yantzaza,-3.8278,-78.7594,67.78,84,100,1.74,EC,1613961858
618,kamenka,51.3223,42.7678,28.0,95,100,4.88,RU,1613961860
619,severo-yeniseyskiy,60.3725,93.0408,-12.26,90,100,2.86,RU,1613961862
620,markova,48.6758,24.4138,30.22,88,50,4.43,UA,1613961864
621,key west,24.5557,-81.7826,73.0,78,40,17.27,US,1613961690
622,visnes,59.3556,5.2242,43.0,87,40,11.5,NO,1613961868
623,ust-omchug,61.15,149.6333,-5.12,79,100,5.88,RU,1613961870
624,prachuap khiri khan,12.2167,99.75,80.6,69,99,6.91,TH,1613961616
625,prince albert,53.2001,-105.7677,33.8,69,90,10.36,CA,1613961877
626,gazanjyk,39.2446,55.5154,37.4,75,3,7.43,TM,1613961870
627,christchurch,-43.5333,172.6333,69.01,68,98,13.8,NZ,1613961601
628,zhanaozen,43.3,52.8,29.62,94,0,6.04,KZ,1613961883
629,koutiala,12.3917,-5.4642,72.82,19,13,9.37,ML,1613961885
630,laela,-8.5667,32.05,59.67,94,100,1.66,TZ,1613961887
631,oranjestad,12.524,-70.027,78.8,73,20,14.97,AW,1613961782
632,corinto,37.9407,22.9573,42.01,63,0,1.99,GR,1613961891
633,balkanabat,39.5108,54.3671,41.67,64,58,3.31,TM,1613961894
634,sondershausen,51.3667,10.8667,44.01,80,0,8.05,DE,1613961896
635,rabo de peixe,37.8,-25.5833,61.0,94,75,24.16,PT,1613961898
636,kuytun,54.3419,101.5036,-6.34,90,78,7.34,RU,1613961900
637,mombetsu,44.3525,143.3525,28.4,59,75,8.05,JP,1613961902
638,shiyan,32.6475,110.7781,71.44,23,65,2.44,CN,1613961907
639,damghan,36.1683,54.348,36.41,78,77,0.96,IR,1613961910
640,san policarpo,12.1791,125.5072,81.43,86,100,17.85,PH,1613961892
641,normal,40.5142,-88.9906,36.0,100,90,26.46,US,1613961915
642,nalut,30.3333,10.85,54.09,34,24,9.57,LY,1613961917
643,hella,67.2,14.4333,24.8,86,75,36.82,NO,1613961919
644,roros,62.5747,11.3842,30.2,86,20,4.61,NO,1613961921
645,loukhi,66.0764,33.0381,-21.19,87,100,6.13,RU,1613961923
646,purpe,64.4803,76.6897,-25.37,86,100,11.23,RU,1613961926
647,binzhou,37.3667,118.0167,43.77,53,0,17.56,CN,1613961928
648,dudinka,69.4058,86.1778,-41.42,80,1,1.48,RU,1613961930
649,norsup,-16.0667,167.3833,85.46,72,100,6.8,VU,1613961932
650,olafsvik,64.8945,-23.7142,37.4,79,100,6.38,IS,1613961934
651,cabo rojo,18.0866,-67.1457,72.0,96,1,1.01,PR,1613961936
652,haubourdin,50.6083,2.9914,51.01,66,0,6.91,FR,1613961938
653,shieli,44.1667,66.75,26.85,92,0,2.86,KZ,1613961940
654,caravelas,-17.7125,-39.2481,75.67,90,96,3.98,BR,1613961943
655,deputatskiy,69.3,139.9,-24.0,86,1,1.63,RU,1613961945
656,dengzhou,37.8086,120.7508,36.46,72,0,26.31,CN,1613961947
657,bahar,34.9072,48.4414,31.26,90,0,4.43,IR,1613961949
658,jati,24.3539,68.2671,71.2,30,0,8.1,PK,1613961951
659,teluknaga,-6.0989,106.6381,82.4,78,40,6.91,ID,1613961953
660,fort morgan,40.2503,-103.8,32.0,51,1,3.44,US,1613961955
661,sovetskiy,61.3614,63.5842,-30.42,84,93,5.48,RU,1613961958
662,eureka,40.8021,-124.1637,51.01,83,100,5.01,US,1613961817
663,ligayan,4.6533,119.4706,80.37,80,79,11.27,PH,1613961962
664,morant bay,17.8815,-76.4093,78.8,73,20,6.91,JM,1613961964
665,berlevag,70.8578,29.0864,3.88,92,100,24.47,NO,1613961966
666,ypsonas,34.6884,32.9574,50.0,53,98,10.85,CY,1613961970
667,tilichiki,60.4667,166.1,-7.38,87,90,10.07,RU,1613961972
668,concordia,-31.393,-58.0209,73.99,80,0,6.85,AR,1613961974
669,susanville,40.4163,-120.653,41.0,60,20,3.44,US,1613961800
670,lyuban,52.7985,28.0048,30.4,99,100,7.58,BY,1613961979
671,semnan,35.5729,53.3971,38.28,69,0,1.39,IR,1613961981
672,surok,56.4469,48.1214,-9.4,77,75,2.24,RU,1613961983
673,arequipa,-16.3989,-71.535,59.74,52,100,2.82,PE,1613961734
674,tsimlyansk,47.6461,42.1019,31.35,98,95,13.82,RU,1613961987
675,praia,14.9215,-23.5087,68.0,77,40,21.85,CV,1613961922
676,dinguiraye,11.3,-10.7167,76.42,22,8,0.67,GN,1613961991
677,skibbereen,51.55,-9.2667,37.4,93,0,3.44,IE,1613961994
678,egvekinot,66.3167,-179.1667,-17.18,87,0,0.67,RU,1613961996
679,macusani,-14.0833,-70.4333,38.57,89,100,2.33,PE,1613961998
680,fort nelson,58.8053,-122.7002,1.4,71,75,5.75,CA,1613962000
681,timizart,36.8,4.2667,55.42,72,100,10.42,DZ,1613962002
682,pacifica,37.6138,-122.4869,57.2,81,20,4.61,US,1613961994
683,denpasar,-8.65,115.2167,84.2,84,75,9.22,ID,1613962006
684,eydhafushi,5.1033,73.0708,81.5,79,97,13.11,MV,1613962008
685,chaska,44.7894,-93.6022,27.0,93,90,8.59,US,1613961990
686,sijunjung,-0.6876,100.9537,76.03,86,100,1.83,ID,1613962013
687,bilgi,16.35,75.6167,72.07,67,80,8.84,IN,1613962015
688,ginir,7.1333,40.7,57.31,55,91,0.83,ET,1613962017
689,rakhiv,48.0526,24.2009,30.2,93,75,4.61,UA,1613962019
690,tadine,-21.55,167.8833,82.22,75,100,14.99,NC,1613962021
691,spisske podhradie,49.0009,20.7531,33.01,93,75,1.14,SK,1613962023
692,alekseyevsk,57.8406,108.3492,-5.24,87,97,6.38,RU,1613962026
693,boyolangu,-8.1181,111.8935,85.17,63,87,3.96,ID,1613962028
694,piacabucu,-10.4056,-36.4344,78.1,82,8,9.69,BR,1613962030
695,benguela,-12.5763,13.4055,71.28,80,100,3.87,AO,1613962032
696,nichinan,31.6,131.3667,71.6,46,40,14.97,JP,1613962034
697,valparaiso,-33.0393,-71.6273,57.2,94,3,4.61,CL,1613962000
698,coronado,32.6859,-117.1831,64.99,39,1,13.8,US,1613962040
699,bara,10.3744,10.7288,67.06,23,98,6.33,NG,1613962043
700,yatou,37.15,122.3833,40.41,65,0,27.56,CN,1613962045
701,marau,-28.4492,-52.2,62.13,91,0,4.7,BR,1613962047
702,mahesana,23.6,72.4,66.2,45,0,4.61,IN,1613962049
703,asfi,32.2994,-9.2372,55.44,66,5,4.97,MA,1613962051
704,san jose,37.3394,-121.895,59.0,44,20,11.5,US,1613961939
705,biltine,14.5333,20.9167,63.37,26,0,11.25,TD,1613962055
706,yinchuan,38.4681,106.2731,45.54,51,96,0.47,CN,1613962057
707,cowra,-33.8333,148.6833,77.0,62,11,1.99,AU,1613962059
708,fandriana,-20.2333,47.3833,59.16,91,33,0.94,MG,1613962062
709,vila velha,-20.3297,-40.2925,78.01,88,75,4.61,BR,1613962064
710,sisimiut,66.9395,-53.6735,7.59,87,50,9.01,GL,1613962066
711,port hedland,-20.3167,118.5667,96.8,44,33,13.8,AU,1613962068
712,vadinsk,53.6916,43.0574,10.0,95,100,7.72,RU,1613962070
713,sapa,5.1544,120.3241,81.73,78,100,12.68,PH,1613962072
714,port moresby,-9.4431,147.1797,89.6,66,40,11.5,PG,1613962074
715,hammerfest,70.6634,23.6821,8.6,72,40,28.77,NO,1613962076
716,carbonia,39.1672,8.5222,59.0,88,40,19.57,IT,1613961809
717,brigantine,39.4101,-74.3646,30.99,59,1,3.44,US,1613962081
718,jacmel,18.2342,-72.5347,73.4,94,6,8.05,HT,1613962083
719,la rioja,42.25,-2.5,42.8,93,90,19.57,ES,1613962085
720,bin qirdan,33.1378,11.2197,59.05,34,2,11.05,TN,1613962087
721,gamba,-2.65,10.0,77.4,82,100,2.33,GA,1613962089
722,saquena,-4.6667,-73.5167,74.77,91,100,2.66,PE,1613962091
723,sorong,-0.8833,131.25,82.42,81,100,15.12,ID,1613961922
724,spremberg,51.5697,14.3736,36.0,85,0,1.01,DE,1613962095
725,puerto carreno,6.189,-67.4859,84.33,50,95,9.31,CO,1613961800
726,masuri,35.8488,128.1492,62.6,51,0,2.3,KR,1613962100
727,basco,20.4487,121.9702,72.45,84,100,18.03,PH,1613962102
728,puerto leguizamo,-0.1934,-74.7819,77.13,68,86,2.64,CO,1613962104
729,polunochnoye,60.8697,60.4153,-31.88,84,100,5.86,RU,1613962106
730,shilong,23.1123,113.8425,73.4,64,0,4.47,CN,1613962108
731,jibuti,11.5,42.5,68.14,86,3,7.92,DJ,1613962114
732,mananjary,-21.2167,48.3333,76.32,89,3,2.71,MG,1613962117
733,quatre cocos,-20.2078,57.7625,77.0,94,75,11.5,MU,1613962119
734,scicli,36.7902,14.7014,44.6,87,24,2.3,IT,1613962121
735,kiama,-34.6833,150.8667,73.4,78,75,16.11,AU,1613962123
736,kondinskoye,59.6481,67.41,-28.37,85,94,5.32,RU,1613962125
737,sabang,5.8933,95.3214,82.06,79,91,20.67,ID,1613962127
738,lamu,-2.2717,40.902,77.2,85,100,8.61,KE,1613962129
739,barcelos,41.5388,-8.6151,44.6,93,20,9.22,PT,1613962131
740,nemuro,43.3236,145.575,28.4,59,75,5.75,JP,1613962133
741,patharia,23.9,79.2,71.01,22,6,4.45,IN,1613962136
742,marly,50.3456,3.5496,51.01,72,100,5.99,FR,1613962138
743,ormara,25.2088,64.6357,72.82,45,0,6.38,PK,1613962140
744,alugan,12.2188,125.4808,81.19,86,100,17.07,PH,1613962142
745,tolmachevo,54.9824,82.7363,-7.6,77,0,6.71,RU,1613962144
746,kihei,20.785,-156.4656,82.4,47,1,24.16,US,1613962146
747,boa vista,2.8197,-60.6733,82.4,61,0,8.05,BR,1613962148
748,bayanday,53.0661,105.5139,-2.43,88,0,4.61,RU,1613962151
749,edd,13.9297,41.6925,74.71,84,99,6.08,ER,1613962153
750,la orilla,17.9833,-102.2333,70.83,81,0,5.97,MX,1613962155
751,rodez,44.5,2.5833,54.0,66,75,31.07,FR,1613962157
752,villa juarez,24.6536,-107.5411,68.0,56,1,7.05,MX,1613962159
753,mountain home,43.133,-115.6912,28.0,88,95,3.71,US,1613961899
754,almaznyy,48.0448,40.045,33.8,86,75,11.18,RU,1613962165
755,batalha,-9.6778,-37.1247,77.49,77,99,9.86,BR,1613962168
756,shubarkuduk,49.1447,56.4872,1.92,93,100,8.63,KZ,1613962170
757,preobrazheniye,42.9019,133.9064,32.13,88,57,6.11,RU,1613962172
758,ust-ishim,57.6935,71.1665,-26.91,85,17,3.98,RU,1613962174
759,road town,18.4167,-64.6167,78.01,78,0,15.01,VG,1613962178
760,winnemucca,40.973,-117.7357,33.8,60,1,4.61,US,1613962180
761,paignton,50.4357,-3.5679,45.0,93,100,5.99,GB,1613962184
762,urumqi,43.801,87.6005,30.2,86,75,2.24,CN,1613962077
763,litovko,49.2361,135.1742,8.2,93,100,3.24,RU,1613962189
764,port pirie,-33.1833,138.0167,71.6,49,90,16.11,AU,1613962083
765,marinette,45.1,-87.6307,30.2,93,90,13.8,US,1613962193
766,kloulklubed,7.0419,134.2556,84.2,70,75,9.22,PW,1613962195
767,baykit,61.67,96.37,-14.76,83,100,2.3,RU,1613962197
768,ciudad bolivar,8.1222,-63.5497,79.02,68,90,14.18,VE,1613962199
769,oussouye,12.485,-16.5469,68.81,35,0,6.55,SN,1613962201
770,kutum,14.2,24.6667,49.64,43,1,4.9,SD,1613962204
771,middelburg,-25.7751,29.4648,62.64,84,100,9.01,ZA,1613962206
772,castellana grotte,40.8864,17.1655,46.99,90,3,1.99,IT,1613962208
773,aklavik,68.2191,-135.0107,-20.2,76,71,4.61,CA,1613962210
774,liberal,37.0431,-100.921,26.6,54,1,6.91,US,1613962212
775,sakakah,29.9697,40.2064,46.4,46,0,11.5,SA,1613962216
776,mariental,-24.6333,17.9667,71.71,57,1,8.01,NA,1613962219
777,port blair,11.6667,92.75,80.6,78,20,3.44,IN,1613962129
778,svirstroy,60.7999,33.7248,-4.41,89,100,9.73,RU,1613962223
779,port-gentil,-0.7193,8.7815,81.19,78,100,10.38,GA,1613962225
780,buin,-33.7333,-70.75,69.01,48,0,11.5,CL,1613962227
781,karatau,43.1667,70.4667,33.28,81,100,1.72,KZ,1613962229
782,batagay,67.6333,134.6333,-25.94,81,100,1.95,RU,1613962231
783,pathein,16.7833,94.7333,89.49,36,83,7.67,MM,1613962233
784,bonavista,48.6499,-53.1147,10.99,85,100,9.22,CA,1613962235
785,mtsensk,53.2766,36.5733,33.75,96,100,11.21,RU,1613962238
786,qandala,11.472,49.8728,71.38,66,97,4.47,SO,1613962240
787,calbuco,-41.768,-73.1273,51.8,82,0,3.44,CL,1613962242
788,xilagani,40.9833,25.4167,35.01,86,0,2.95,GR,1613962244
789,yelizovo,53.1873,158.3805,35.6,51,10,13.42,RU,1613962246
790,salina,38.8403,-97.6114,37.0,51,1,12.66,US,1613962028
791,west wendover,40.7391,-114.0733,39.2,35,1,3.44,US,1613962250
792,poronaysk,49.2167,143.1167,16.65,91,18,1.59,RU,1613962252
793,acarau,-2.8856,-40.12,79.84,84,82,13.76,BR,1613962254
794,hambantota,6.1241,81.1185,77.0,100,1,5.75,LK,1613962257
795,ekhabi,53.5102,142.9671,4.06,93,96,16.78,RU,1613962259
796,luancheng,37.8792,114.6517,44.6,42,0,2.24,CN,1613962261
797,akdepe,42.0551,59.3788,26.6,80,0,2.3,TM,1613962263
798,sebastian,35.1668,-94.2669,50.0,87,1,9.22,US,1613962265
799,tateyama,34.9833,139.8667,66.2,55,0,23.02,JP,1613962267
800,pangkalanbuun,-2.6833,111.6167,88.48,57,100,3.6,ID,1613962066
801,birjand,32.8663,59.2211,46.4,61,90,13.8,IR,1613962029
802,salina cruz,16.1667,-95.2,73.98,68,0,7.58,MX,1613962274
803,carballo,43.213,-8.691,46.99,100,0,6.91,ES,1613962276
804,fort-shevchenko,44.5086,50.263,38.46,79,100,18.54,KZ,1613962278
805,kangaba,11.9333,-8.4167,76.48,19,52,5.3,ML,1613962280
806,shache,38.4167,77.2406,42.15,64,91,6.11,CN,1613962283
807,salmo,49.1999,-117.2689,39.2,75,100,12.66,CA,1613962285
808,juxtlahuaca,17.4294,-99.1467,66.04,67,20,2.39,MX,1613962287
809,pochutla,15.7432,-96.4661,75.2,78,1,3.11,MX,1613962289
810,saint-jean-de-maurienne,45.1667,6.5833,44.01,78,100,12.15,FR,1613962291
811,australind,-33.2667,115.7167,75.0,52,0,1.99,AU,1613962083
812,linqiong,30.4159,103.4609,69.01,77,100,2.51,CN,1613962295
813,balancan,17.8,-91.5333,71.24,79,2,11.77,MX,1613962297
814,khorixas,-20.3667,14.9667,65.35,49,86,2.28,NA,1613962299
815,monte alegre de sergipe,-10.0272,-37.5622,75.25,83,93,10.45,BR,1613962304
816,strezhevoy,60.7333,77.5889,-29.2,75,20,4.54,RU,1613962306
817,inirida,3.8653,-67.9239,74.7,91,84,1.97,CO,1613962308
818,north bend,43.4065,-124.2243,50.0,93,90,3.44,US,1613962310
819,qujing,25.4833,103.7833,58.8,53,0,6.11,CN,1613962312
820,borogontsy,62.6683,131.1683,-23.53,84,100,5.57,RU,1613962314
821,batagay-alyta,67.8006,130.4114,-17.32,79,100,1.95,RU,1613962318
